,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,TIL,BE,       233.34,                  9677158.32,41589
,TIMETECHNO,EQ,       188.02,                388469684.65,2037704
,TIMEX,EQ,       643.15,                104978467.15,162126
,TIMKEN,EQ,      3134.50,                163681372.70,52088
,TINNARUBR,EQ,      1020.05,                 32919709.15,32493
,TIPSFILMS,EQ,       330.45,                   777113.90,2364
,TIPSMUSIC,EQ,       631.45,                139603686.90,220603
,TIRUMALCHM,EQ,       159.82,                 96380733.12,609306
,TIRUPATI,SM,       310.00,                    38750.00,125
,TIRUPATIFL,BE,        66.33,                  9783343.28,146320
,TITAGARH,EQ,       824.95,                228498009.85,276233
,TMB,EQ,       906.60,                111938779.20,123515
,TNIDETF,EQ,        91.29,                  7668106.17,84293
,TNPETRO,EQ,       133.73,                654920554.59,4876318
,TNPL,EQ,       145.69,                 22937531.79,156122
,TNTELE,EQ,         9.00,                   208175.08,23183
,TOKYOPLAST,EQ,        77.00,                    26381.08,344
,TOLINS,EQ,        91.91,                  4892955.67,53130
,TOP100CASE,EQ,        10.51,                 10620216.99,1011728
,TOP10ADD,EQ,        87.87,                 15469013.61,176091
,TOP15IETF,EQ,         9.80,                   868714.51,88734
,TOP20,EQ,         8.90,                   639289.06,72034
,TORNTPOWER,EQ,      1248.90,               1645248182.20,1313132
,TOTAL,EQ,        69.06,                   397443.47,5814
,TOUCHWOOD,EQ,        58.13,                    38497.85,659
,TOYAMSL,EQ,         0.63,                   179905.03,284250
,TPHQ,BE,         0.57,                   760501.50,1294758
,TPLPLASTEH,EQ,        71.04,                  7855574.44,110344
,TRACXN,EQ,        30.02,                  2945402.41,98120
,TRANSCOR,EQ,        24.92,                   128850.00,5464
,TRANSPEK,BE,      1384.90,                  3698226.60,2669
,TRANSRAILL,EQ,       427.15,                139781521.55,326335
,TRANSTEEL,SM,        75.20,                 12921100.00,172000
,TRANSWORLD,BE,       166.35,                   515851.35,3101
,TRAVELFOOD,EQ,      1273.50,                131184275.10,102712
,TREEHOUSE,EQ,         6.12,                    85434.13,13632
,TREJHARA,EQ,       144.78,                  2675513.82,18416
,TREL,EQ,        26.96,                  3485525.25,128079
,TRF,EQ,       223.64,                   850865.31,3808
,TRIDENT,EQ,        24.06,                 44356035.56,1848117
,TRIDHYA,ST,         7.55,                    45300.00,6000
,TRIGYN,EQ,        59.36,                  2261607.49,37762
,TRITONV,EQ,      1124.40,                  1019933.20,900
,TRITURBINE,EQ,       565.20,                208514052.05,367778
,TRIVENI,EQ,       282.60,                354400483.15,1255483
,TROM,SM,        58.00,                   341820.00,6000
,TRU,EQ,         4.07,                   390668.18,97876
,TRUALT,EQ,       428.85,                 28862435.35,67695
,TRUST,SM,        32.85,                   324900.00,10200
,TSC,ST,        41.05,                   499900.00,12000
,TSFINV,EQ,       403.15,                 26708700.90,66092
,TTKHLTCARE,EQ,      1131.50,                 31603913.90,27903
,TTKPRESTIG,EQ,       586.25,                 23923440.30,41248
,TTL,EQ,         6.75,                  1061462.02,158754
,TTML,EQ,        38.00,                 66752299.49,1754985
,TUNWAL,SM,        25.10,                  1006300.00,40000
,TURTLEMINT,EQ,       144.08,                 84079579.93,580456
,TUTIALKA,EQ,        61.55,                  1675082.76,27698
,TVSELECT,EQ,       420.75,                 21154474.45,49562
,TVSHLTD,EQ,     13045.00,                 70241811.00,5389
,TVSSCS,EQ,       124.39,                 57920185.07,466646
,TVSSRICHAK,EQ,      5426.00,                 85951955.00,15811
,TVTODAY,EQ,       112.12,                  2037978.49,18298
,TVVISION,BE,         3.31,                   148390.61,44121
,TWCGOLDETF,EQ,       149.01,                   532240.76,3571
,UBL,EQ,      1282.60,                 78461906.50,60937
,UCAL,BE,       148.11,                  1843481.58,12495
,UCOBANK,EQ,        24.39,                163416026.53,6678091
,UDAYJEW,EQ,       133.31,                  1034717.23,7761
,UDS,EQ,       231.44,                 97634216.45,425241
,UEL,EQ,       219.15,                 10304144.51,47835
,UFBL,BE,       727.25,                 91894677.05,129643
,UFLEX,EQ,       701.80,               1714577439.80,2479035
,UFO,EQ,        65.38,                  1647864.08,25203
,UGARSUGAR,EQ,        55.01,                 30785562.73,562806
,UGROCAP,EQ,        85.10,                  5999270.73,70643
,UHTL,ST,       152.30,                  5178200.00,34000
,UJJIVANSFB,EQ,        63.64,               3098859056.97,49431916
,ULTRAMAR,EQ,       441.35,                 80524440.55,182999
,UMA,SM,        17.55,                    70200.00,4000
,UMAEXPORTS,BE,        24.94,                   287316.30,11520
,UMESLTD,EQ,         4.88,                    77717.13,15908
,UMIYA-MRO,EQ,        97.39,                  6782453.74,67934
,UNICHEMLAB,EQ,       559.65,                 88196906.55,155387
,UNIDT,BE,       221.27,                  1006003.93,4597
,UNIECOM,EQ,        85.83,                 18473741.13,213694
,UNIENTER,EQ,        93.74,                   202638.53,2151
,UNIHEALTH,SM,       717.60,                  8113225.00,11500
,UNIINFO,EQ,        11.45,                    25959.15,2283
,UNILEX,SM,        26.50,                  1780800.00,67200
,UNIMECH,EQ,      1451.90,                204112578.00,141142
,UNIONGOLD,EQ,       145.95,                  1140147.90,7779
,UNIPARTS,EQ,       886.35,                199035542.75,222773
,UNITECH,EQ,         3.74,                 13768493.44,3663595
,UNITEDPOLY,EQ,        38.04,                  1669922.75,44043
,UNITEDTEA,EQ,       442.95,                   953828.05,2143
,UNIVASTU,BE,       160.70,                 32200993.77,203175
,UNIVCABLES,EQ,      1628.00,                143375020.50,87261
,UNIVPHOTO,BE,       445.00,                   186069.60,417
,UNOMINDA,EQ,      1236.00,               1584329669.50,1278381
,UPHOT,EQ,      1459.00,                     2918.00,2
,UPL,EQ,       578.45,               2318491294.15,4050279
,URAVIDEF,BE,       124.05,                  2138340.19,17249
,URBAN,SM,       121.35,                  1362840.00,11200
,URBANCO,EQ,       171.84,               1159232333.07,6821540
,URJA,EQ,         9.03,                  6718083.47,745016
,USASEEDS,SM,        93.45,                    39996.60,428
,USHAFIN,SM,        49.40,                  2197120.00,44800
,USHAMART,EQ,       501.60,                934591747.50,1857600
,USK,EQ,        20.60,                   194212.26,9356
,UTIAMC,EQ,       877.00,                364513037.25,415847
,UTKAL,SM,        44.70,                   808900.00,18000
,UTKARSHBNK,EQ,        14.77,                 58662112.88,3974860
,UTLSOLAR,EQ,       434.40,                110560877.00,250798
,UTSSAV,ST,       445.00,                  3998340.00,9000
,UTTAMSUGAR,EQ,       292.55,                 76305683.70,256268
,UYFINCORP,BE,        19.30,                  1874992.80,96462
,V2RETAIL,EQ,       218.16,                105646756.44,483602
,VADILALIND,EQ,      7559.50,                179340017.50,23667
,VADILENT,EQ,     10019.00,                   271554.00,27
,VAIBHAVGBL,EQ,       214.79,                 46498784.22,215191
,VAISHALI,EQ,         8.06,                   656622.28,80519
,VAKRANGEE,EQ,         5.76,                  4864870.53,851507
,VAL30IETF,EQ,        15.08,                  1781525.15,118389
,VALIANTLAB,BE,        96.13,                 28421518.94,296583
,VALIANTORG,BE,       301.10,                 17542003.95,58968
,VALUE,EQ,        16.04,                    79272.32,4965
,VALUE360,SM,        74.90,                    89880.00,1200
,VALUEAXIS,EQ,        32.57,                  6273483.52,193282
,VAML,EQ,       437.10,               2655918221.20,6114791
,VARDHACRLC,BE,        42.70,                   545654.21,12692
,VARDMNPOLY,EQ,         5.98,                   384802.93,64616
,VARROC,EQ,       824.40,                445117285.45,535517
,VASCONEQ,EQ,        30.11,                  7579423.30,251078
,VASUPRADA,EQ,        97.20,                      291.60,3
,VASWANI,EQ,        47.82,                   501093.52,10414
,VCL,BE,         1.74,                  1259351.30,706068
,VDEAL,SM,       160.00,                   571230.00,3600
,VEDAVAAG,EQ,        18.28,                   227969.92,12389
,VEDPOWER,EQ,        34.72,                315634423.16,9127321
,VEEDOL,EQ,      1473.70,                 10628354.60,7185
,VEEKAYEM,SM,       110.35,                   496525.00,4500
,VELJAN,BE,      1803.10,                   814572.70,447
,VENKEYS,EQ,      1659.00,                116947917.80,70557
,VENTIVE,EQ,       578.80,                 10105182.40,17395
,VENUSPIPES,EQ,      1605.00,                162641729.40,100592
,VENUSREM,BE,      1620.90,                 40838995.10,25245
,VERANDA,EQ,       243.92,                 60454689.28,247127
,VERTIS,IV,       115.25,                 20168750.00,175000
,VERTOZ,EQ,        38.59,                  1888274.67,49065
,VESUVIUS,EQ,       412.90,                 12894139.45,31174
,VETO,BE,       126.02,                  1660672.95,13200
,VGCL,EQ,        53.59,                   494926.45,9221
,VGINFOTECH,SM,       144.65,                  2467000.00,17000
,VGL,EQ,        57.12,                   448137.16,7793
,VGUARD,EQ,       341.20,                177003803.30,517815
,VHL,EQ,      3570.40,                  2664238.50,748
,VHLTD,BE,       115.25,                  1614699.27,13990
,VIAZ,SM,        70.10,                   426200.00,6000
,VICTORYEV,SM,        15.15,                   274950.00,18000
,VIDHIING,EQ,       342.90,                  4597548.65,13344
,VIDYAWIRES,EQ,        88.51,                 64698852.02,724958
,VIESL,SM,       378.45,                 14699240.00,39200
,VIGOR,ST,        96.50,                  5622720.00,57600
,VIJAYA,EQ,      1481.10,                219449894.40,146439
,VIJAYPD,SM,        69.00,                  1234800.00,18000
,VIJIFIN,BE,        15.95,                   462438.35,28993
,VIJSOLX,EQ,       689.00,                    50286.70,74
,VIKASECO,EQ,         1.09,                  1274057.08,1168495
,VIKASLIFE,EQ,         1.26,                  2486199.12,1995003
,VIKRAMSOLR,EQ,       169.15,                196766709.37,1166360
,VIKRAN,EQ,        57.68,                 34209322.62,594959
,VILAS,SM,       349.00,                  5790087.50,16500
,VILINBIO,SM,        49.25,                  2286000.00,48000
,VIMTALABS,EQ,       655.35,                197370794.20,301111
,VINATIORGA,EQ,      1313.80,                 34482895.70,26348
,VINCOFE,EQ,       175.56,                377612753.14,2162670
,VINDHYATEL,EQ,      2737.10,                518057004.40,192191
,VINEETLAB,EQ,        37.57,                  2553754.32,67674
,VINNY,EQ,         1.03,                   343861.60,332495
,VINYAS,SM,      1537.45,                  5811720.00,3800
,VINYLINDIA,EQ,       225.18,                  1256694.30,5548
,VIPCLOTHNG,EQ,        20.23,                  1146093.38,57213
,VIPIND,EQ,       304.40,                 56225159.45,185156
,VIPULLTD,BE,        14.55,                    15946.80,1096
,VIRAT,EQ,       437.80,                   994103.75,2254
,VIRINCHI,EQ,        14.75,                  2220564.82,148532
,VIRTUALG,EQ,         0.46,                   401277.92,859494
,VISACHROME,EQ,        38.54,                  1522722.90,39349
,VISAKAIND,EQ,        87.84,                 15755532.90,178763
,VISAMAN,SM,        67.95,                    67950.00,1000
,VISDEM,SM,        94.70,                   783420.00,8400
,VISHAL,EQ,        18.96,                   563824.03,29604
,VISHNU,EQ,       659.55,                 75691481.05,114032
,VISHNUINFR,SM,       160.70,                   955050.00,6000
,VISHWARAJ,EQ,         5.87,                  2637814.23,447461
,VISL,EQ,        37.15,               1132236215.26,31066046
,VITAL,EQ,        54.50,                    11223.85,206
,VIVIANA,BE,       750.40,                 12589889.95,17022
,VIVIDEL,SM,      1595.35,                 87428748.00,55440
,VIVIDHA,EQ,         0.50,                   146556.25,291889
,VIVIMEDLAB,BE,         6.67,                   195457.68,29304
,VIVO,ST,       159.00,                   505600.00,3200
,VIVOBIOT,EQ,        18.21,                    77529.93,4252
,VIYASH,EQ,       259.10,                864645753.70,3330249
,VLEGOV,BE,        10.42,                   627955.89,60749
,VLSFINANCE,EQ,       244.32,                  1268198.53,5204
,VMARCIND,SM,       321.05,                162669150.00,489000
,VMART,EQ,       849.95,                 29526350.15,35124
,VMM,EQ,       108.57,               1488562071.60,13754007
,VMOBILE,SM,        60.50,                   290400.00,4800
,VMSTMT,EQ,        45.57,                  4233924.13,92983
,VOEPL,EQ,       548.55,                 35600884.55,65132
,VOGL,EQ,        38.57,               1275745742.43,33253547
,VOITHPAPR,EQ,      1466.00,                   606427.60,423
,VOLERCAR,SM,       209.50,                  2140800.00,10400
,VOLTAMP,EQ,     10682.00,                234576976.00,21874
,VOLTAS,EQ,      1152.10,               2304682873.30,1981487
,VPRPL,EQ,        35.15,                 57228057.02,1627741
,VR,SM,       104.00,                    41600.00,400
,VRAJ,EQ,       122.41,                  1265658.96,10291
,VRLLOG,EQ,       299.85,                 53510950.35,178174
,VSSL,EQ,       362.10,                 38134470.90,106991
,VSTIND,EQ,       207.59,                 16443797.32,79441
,VSTL,EQ,       113.76,                  2275993.47,20067
,VSTTILLERS,EQ,      4164.60,                 36722707.20,8804
,VTL,EQ,       587.45,                583418652.40,990696
,VTMLTD,EQ,        57.73,                   857049.25,14672
,WAAREEENER,EQ,      2581.10,               1918706294.30,741486
,WAAREEINDO,EQ,       264.95,                 13928324.95,51929
,WAAREERTL,EQ,       853.25,                 92653414.70,108714
,WABAG,EQ,      1987.80,                581742210.60,294457
,WAKEFIT,EQ,       152.47,                443106843.65,2880004
,WALCHANNAG,EQ,       206.09,                 83783065.40,405493
,WALPAR,SM,        24.70,                   296400.00,12000
,WANBURY,EQ,       245.00,                 28718577.55,116224
,WARDINMOBI,EQ,         5.74,                  2667115.06,460492
